porg_plant_material_id,plant_id,plant_name,material_id,material_name,purchasing_org_id,user_id,supplier_id,supplier_name,supplier_plant,valid_from,valid_to,user_purchase_org_id,rejection_reason
1095,5,DKBL OU,620055-000299,nan,1,nan,28932,PRIMEX DISTRIBUIDORA DE TECNOLOGIA LTDA.,AV JOAO BATISTA,,,,Foreign key violation - referenced ID not found in master table
1096,5,DKBL OU,620055-000299,nan,1,nan,30365,INPOWER,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1097,5,DKBL OU,620055-000299,nan,1,nan,30899,UBIQUITI BRAZIL COMERCIO DE ELETRONICOS LTDA.,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1098,5,DKBL OU,620055-000303,nan,1,nan,15132,VIBROPAC INDL E COML DE EQUIP LTDA,COTIA,,,,Foreign key violation - referenced ID not found in master table
1099,5,DKBL OU,620055-000303,nan,1,nan,15148,BERMO VALVULAS E EQUIP INDL LTDA,BLUMENAU,,,,Foreign key violation - referenced ID not found in master table
1100,5,DKBL OU,620055-000303,nan,1,nan,15151,COMERCIAL DE TINTAS VLADIMIR LTDA,CAMPO BOM,,,,Foreign key violation - referenced ID not found in master table
1101,5,DKBL OU,620055-000303,nan,1,nan,15164,FERRAMENTAS GERAIS COML E IMP DE FERRAMENTAS E MAQ AS,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1102,5,DKBL OU,620055-000303,nan,1,nan,15200,PORTO SOLDAS LTDA EPP,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1103,5,DKBL OU,620055-000303,nan,1,nan,15214,RENTANK EQUIPAMENTOS INDUSTRIAIS LTDA,JAGUARIUNA,,,,Foreign key violation - referenced ID not found in master table
1104,5,DKBL OU,620055-000303,nan,1,nan,15224,TECFLUX LTDA,TRIUNFO,,,,Foreign key violation - referenced ID not found in master table
1105,5,DKBL OU,620055-000303,nan,1,nan,15247,NIVETEC INSTRUMENTACAO E CONTROLE LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1106,5,DKBL OU,620055-000303,nan,1,nan,15262,WECO SA INDL DE EQUIP TERMO MECANICO,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1107,5,DKBL OU,620055-000303,nan,1,nan,15289,MESSER GASES LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1108,5,DKBL OU,620055-000303,nan,1,nan,15338,PRO ANALISE QUIMICA E DIAGNOSTICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1109,5,DKBL OU,620055-000303,nan,1,nan,15342,SELET COML DE MATERIAIS ELETRICOS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1110,5,DKBL OU,620055-000303,nan,1,nan,15356,SHIMADZU DO BRASIL COMERCIO LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1111,5,DKBL OU,620055-000303,nan,1,nan,15360,CGL CASA DAS GAXETAS INDL E COML LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1112,5,DKBL OU,620055-000303,nan,1,nan,15369,GLOBAL DISTRIBUICAO DE BENS E CONSUMO LTDA,DOIS IRMAOS,,,,Foreign key violation - referenced ID not found in master table
1113,5,DKBL OU,620055-000303,nan,1,nan,15371,NETZSCH DO BRASIL IND E COM LTDA,POMERODE,,,,Foreign key violation - referenced ID not found in master table
1114,5,DKBL OU,620055-000303,nan,1,nan,15392,AMBORETTO BOMBAS LTDA,INDAIATUBA,,,,Foreign key violation - referenced ID not found in master table
1115,5,DKBL OU,620055-000303,nan,1,nan,15604,CENTRALLAB EQUIP ELETRONICOS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1116,5,DKBL OU,620055-000303,nan,1,nan,15789,AKSO PRODUTOS ELETRONICOS LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1117,5,DKBL OU,620055-000303,nan,1,nan,15818,INTERTANK IND COML E SERV LTDA,JUNDIAI,,,,Foreign key violation - referenced ID not found in master table
1118,5,DKBL OU,620055-000303,nan,1,nan,16012,METROHM BRASIL INSTRUMENTACAO ANALITICA EIRELI,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1119,5,DKBL OU,620055-000303,nan,1,nan,16061,CALDESUL COM DE ISOL E PECAS PARA CALDEIRAS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1120,5,DKBL OU,620055-000303,nan,1,nan,16082,PNEUMAX COM DE EQUIP PNEUM PARA AUTOMACAO LTDA,CRICIUMA,,,,Foreign key violation - referenced ID not found in master table
1121,5,DKBL OU,620055-000303,nan,1,nan,16103,MEGA FLUX IND E COM DE EQUIP INDL LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1122,5,DKBL OU,620055-000303,nan,1,nan,16148,SIDERSUL PROD SIDERURGICOS LTDA,CACHOEIRINHA,,,,Foreign key violation - referenced ID not found in master table
1123,5,DKBL OU,620055-000303,nan,1,nan,16149,AGILENT TECHNOLOGIES BRASIL LTDA,BARUERI,,,,Foreign key violation - referenced ID not found in master table
1124,5,DKBL OU,620055-000303,nan,1,nan,16192,TETRALON IND E COM DE EQUIP INDL LTDA,CAMBUI,,,,Foreign key violation - referenced ID not found in master table
1125,5,DKBL OU,620055-000303,nan,1,nan,16213,KARBON COML E INDL LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1126,5,DKBL OU,620055-000303,nan,1,nan,16264,ENEQUIPA EQUIP DE PROTECAO LTDA ME,MOGI DAS CRUZES,,,,Foreign key violation - referenced ID not found in master table
1127,5,DKBL OU,620055-000303,nan,1,nan,16300,NOVA ANALITICA IMP E EXP LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1128,5,DKBL OU,620055-000303,nan,1,nan,16305,INDFILTROS FILTROS INDL EIRELI ME,MOGI DAS CRUZES,,,,Foreign key violation - referenced ID not found in master table
1129,5,DKBL OU,620055-000303,nan,1,nan,16321,LABRES IND E COM DE ALUMINIO EIRELI,LAJEADO,,,,Foreign key violation - referenced ID not found in master table
1130,5,DKBL OU,620055-000303,nan,1,nan,16372,FATI FERRAMENTAS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1131,5,DKBL OU,620055-000303,nan,1,nan,16469,TELBRA EX IND E COM LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1132,5,DKBL OU,620055-000303,nan,1,nan,16501,ARCELORMITTAL BRASIL SA,ALVORADA,,,,Foreign key violation - referenced ID not found in master table
1133,5,DKBL OU,620055-000303,nan,1,nan,16627,MILLFORROSS DIVISORIAS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1134,5,DKBL OU,620055-000303,nan,1,nan,16705,PENSALAB EQUIP INDUSTRIAIS SA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1135,5,DKBL OU,620055-000303,nan,1,nan,16732,DANIEL CESAR VEDANA ME,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1136,5,DKBL OU,620055-000303,nan,1,nan,16763,VIANA OFFSHORE COM LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1137,5,DKBL OU,620055-000303,nan,1,nan,16933,TRANSPOTECH PECAS E SERV LTDA,NOVA SANTA RITA,,,,Foreign key violation - referenced ID not found in master table
1138,5,DKBL OU,620055-000303,nan,1,nan,17411,METALURGICA SCAI DO SUL LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1139,5,DKBL OU,620055-000303,nan,1,nan,17591,MAQUIMOTOR COM E TECNICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1140,5,DKBL OU,620055-000303,nan,1,nan,17592,DCTECH INSTRUMENTACAO LTDA,ITUPEVA,,,,Foreign key violation - referenced ID not found in master table
1141,5,DKBL OU,620055-000303,nan,1,nan,18095,CENTRAL DE ACOS MACAE LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1142,5,DKBL OU,620055-000303,nan,1,nan,18367,DMG DIST MACAENSE DE GAS LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1143,5,DKBL OU,620055-000303,nan,1,nan,18381,VALTEC COM E IND DE ACESSORIOS IND LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1144,5,DKBL OU,620055-000303,nan,1,nan,18400,SINALARTE COM E SERVICOS LTDA EPP,MACAE,,,,Foreign key violation - referenced ID not found in master table
1145,5,DKBL OU,620055-000303,nan,1,nan,18469,COTIMA COMERCIO DE TINTAS MACAE LTDA,PARQUE AEROPORT,,,,Foreign key violation - referenced ID not found in master table
1146,5,DKBL OU,620055-000303,nan,1,nan,18509,STAMPGRAF SERIGRAFIA TECN E ARTES GRAF LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1147,5,DKBL OU,620055-000303,nan,1,nan,18515,SIKA SA,JANDIRA,,,,Foreign key violation - referenced ID not found in master table
1148,5,DKBL OU,620055-000303,nan,1,nan,18603,HIDROPARTES COMERCIAL LTDA ME,MACAE,,,,Foreign key violation - referenced ID not found in master table
1149,5,DKBL OU,620055-000303,nan,1,nan,18663,PROT SUL COM DE EQUIP DE PROT IND LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1150,5,DKBL OU,620055-000303,nan,1,nan,18674,FRIGELAR COM E IND LTDA,EXTREMA,,,,Foreign key violation - referenced ID not found in master table
1151,5,DKBL OU,620055-000303,nan,1,nan,18849,W D COMECIAL DE MANGUEIRAS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1152,5,DKBL OU,620055-000303,nan,1,nan,18906,TAECO MATERIAIS DE CONSTRUCAO LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1153,5,DKBL OU,620055-000303,nan,1,nan,19053,MOVEIS MAZETTO LTDA,ANTA GORDA,,,,Foreign key violation - referenced ID not found in master table
1154,5,DKBL OU,620055-000303,nan,1,nan,19054,ZEGLA IND DE MAQ PARA BEBIDAS LTDA,BENTO GONCALVES,,,,Foreign key violation - referenced ID not found in master table
1155,5,DKBL OU,620055-000303,nan,1,nan,19128,GERDAU ACOS LONGOS S/A,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1156,5,DKBL OU,620055-000303,nan,1,nan,19137,BRASEQ BRASILEIRA DE EQUIPAMENTOS LTDA,JARINU,,,,Foreign key violation - referenced ID not found in master table
1157,5,DKBL OU,620055-000303,nan,1,nan,19179,SUPERMIX CONCRETO S/A,MACAE,,,,Foreign key violation - referenced ID not found in master table
1158,5,DKBL OU,620055-000303,nan,1,nan,19207,PLENOBRAS DISTRIBUIDORA ELETRICA E HIDRAULICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1159,5,DKBL OU,620055-000303,nan,1,nan,19324,GLOBALTEC COM E EQUIP IND LTDA ME,MACAE,,,,Foreign key violation - referenced ID not found in master table
1160,5,DKBL OU,620055-000303,nan,1,nan,19340,INTEC ENGENHARIA E MONTAGENS INDUSTRIAIS LTDA EPP,MACAE,,,,Foreign key violation - referenced ID not found in master table
1161,5,DKBL OU,620055-000303,nan,1,nan,19341,EIDT CIRIEX COM E IND DE SISTEMAS DE ELEVACAO LTDA,CACHOEIRINHA,,,,Foreign key violation - referenced ID not found in master table
1162,5,DKBL OU,620055-000303,nan,1,nan,19358,SOLLAR TI TECNOLOGIA LTDA ME,MACAE,,,,Foreign key violation - referenced ID not found in master table
1163,5,DKBL OU,620055-000303,nan,1,nan,19485,REFLEX APLICACOES DECORATIVAS LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1164,5,DKBL OU,620055-000303,nan,1,nan,19625,E SOUZA E FILHOS MAT DE CONT LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1165,5,DKBL OU,620055-000303,nan,1,nan,19740,JS SERV MECANICOS LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1166,5,DKBL OU,620055-000303,nan,1,nan,19810,JARZYNSKI ELETRICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1167,5,DKBL OU,620055-000303,nan,1,nan,19850,ALFA INSTRUMENTOS ELETRONICOS LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1168,5,DKBL OU,620055-000303,nan,1,nan,20054,CASA VOLT EQUIPAMENTOS ELETRICOS LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1169,5,DKBL OU,620055-000303,nan,1,nan,20138,BELTON AUTOMACAO PNEUMATICA LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1170,5,DKBL OU,620055-000303,nan,1,nan,20251,SOULEV ELEVADORES LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1171,5,DKBL OU,620055-000303,nan,1,nan,20265,RCL MANGUEIRAS E CONEXOES LTDA,VALE ENCANTADO,,,,Foreign key violation - referenced ID not found in master table
1172,5,DKBL OU,620055-000303,nan,1,nan,20278,GERSON DA SILVA ROSA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1173,5,DKBL OU,620055-000303,nan,1,nan,20309,LOCMAC MACAE ALUGUEL DE EQUIP LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
1174,5,DKBL OU,620055-000303,nan,1,nan,20348,ALTEC COMERCIAL ELETRICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1175,5,DKBL OU,620055-000303,nan,1,nan,20380,LIDER DE MACAE MAT DE CONSTR EIRELI,MACAE,,,,Foreign key violation - referenced ID not found in master table
1176,5,DKBL OU,620055-000303,nan,1,nan,20570,ACO INOXIDAVEL ARTEX LTDA,GUARULHOS,,,,Foreign key violation - referenced ID not found in master table
1177,5,DKBL OU,620055-000303,nan,1,nan,20612,IMATEB INST DE METROLOGIA E ASSIST TEC DE BALANCAS LTDA,RIO DE JANEIRO,,,,Foreign key violation - referenced ID not found in master table
1178,5,DKBL OU,620055-000303,nan,1,nan,20789,COMERCIO DE RETENTORES E PARAFUSOS POMBAO LTDA ME,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1179,5,DKBL OU,620055-000303,nan,1,nan,20855,PROMINENT BRASIL LTDA,SAO BERNARDO DO,,,,Foreign key violation - referenced ID not found in master table
1180,5,DKBL OU,620055-000303,nan,1,nan,20859,M DA CONCEICAO TINTAS LTDA,RIO DAS OSTRAS,,,,Foreign key violation - referenced ID not found in master table
1181,5,DKBL OU,620055-000303,nan,1,nan,20878,MERSE ARTIGOS PARA LABORATORIOS LTDA,DIAS DAVILA,,,,Foreign key violation - referenced ID not found in master table
1182,5,DKBL OU,620055-000303,nan,1,nan,20890,MEGA MATERIAIS ELETRICO LTDA,MONTENEGRO,,,,Foreign key violation - referenced ID not found in master table
1183,5,DKBL OU,620055-000303,nan,1,nan,20938,HENNINGS VEDACOES HIDRAULICAS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1184,5,DKBL OU,620055-000303,nan,1,nan,20976,JOAPE CLIMATIZACAO INDUSTRIAL LTDA,SANTO ANTONIO D,,,,Foreign key violation - referenced ID not found in master table
1185,5,DKBL OU,620055-000303,nan,1,nan,21109,MICROMAZZA PMP LTDA,VILA FLORES,,,,Foreign key violation - referenced ID not found in master table
1186,5,DKBL OU,620055-000303,nan,1,nan,21338,SCHUTZ VASITEX IND DE EMB LTDA,GUARULHOS,,,,Foreign key violation - referenced ID not found in master table
1187,5,DKBL OU,620055-000303,nan,1,nan,21408,PFAUDLER LTDA,TAUBATE,,,,Foreign key violation - referenced ID not found in master table
1188,5,DKBL OU,620055-000303,nan,1,nan,21414,CIGAME COMERCIO DE MATERIAL ELETRICO E HIDRAULICO LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1189,5,DKBL OU,620055-000303,nan,1,nan,21422,AZUS INDUSTRIA E COMERCIO DE MAQUINAS LTDA,PASSO FUNDO,,,,Foreign key violation - referenced ID not found in master table
1190,5,DKBL OU,620055-000303,nan,1,nan,21444,CLAVEL COML ELETRO ELETRONICA LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1191,5,DKBL OU,620055-000303,nan,1,nan,21452,TFC INDUSTRIA E COMERCIO DE FILTROS LTDA,R. Pires,,,,Foreign key violation - referenced ID not found in master table
1192,5,DKBL OU,620055-000303,nan,1,nan,21479,ADEMIR JOEL DA  SILVA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1193,5,DKBL OU,620055-000303,nan,1,nan,21526,JJD DISTRIBUIDORA DE ROLAMENTOS E PECAS INDUSTRIAIS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1194,5,DKBL OU,620055-000303,nan,1,nan,21536,INOX TECH COMERCIO DE ACOS INOXIDAVEIS LTDA,RIBEIRAO PIRES,,,,Foreign key violation - referenced ID not found in master table
1195,5,DKBL OU,620055-000303,nan,1,nan,21575,"IKA BRASIL EQUIPAMENTOS LABORATORIAIS, ANALITICOS E PROCESSOS LTDA",CAMPINAS,,,,Foreign key violation - referenced ID not found in master table
1196,5,DKBL OU,620055-000303,nan,1,nan,21669,BEL AIR PNEUMATICA LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1197,5,DKBL OU,620055-000303,nan,1,nan,21691,CROVAL CONEXOES REGISTROS E VALVULAS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1198,5,DKBL OU,620055-000303,nan,1,nan,21772,GASART TECNOLOGIA LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1199,5,DKBL OU,620055-000303,nan,1,nan,21790,OTIMIZE INDUSTRIA COMERCIO E SERVICOS LTDA,CHARQUEADAS,,,,Foreign key violation - referenced ID not found in master table
1200,5,DKBL OU,620055-000303,nan,1,nan,21820,E DECOR COMERCIO DE ILUMINACAO E DECORACAO LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1201,5,DKBL OU,620055-000303,nan,1,nan,21960,RSP PIRES SERVICOS DE INSTALACAO DE GESSO LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1202,5,DKBL OU,620055-000303,nan,1,nan,22046,VALSUL VALVULAS DO SUL LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1203,5,DKBL OU,620055-000303,nan,1,nan,22116,CARMAK REVENDA E LOCACAO DE MAQUINAS E VEICULOS LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1204,5,DKBL OU,620055-000303,nan,1,nan,22128,INTER SUL TINTAS COMERCIO E REPRESENTACOES LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1205,5,DKBL OU,620055-000303,nan,1,nan,22152,ROLAMAIS DISTRIBUIDORA DE ROLAMENTOS E PEÇAS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1206,5,DKBL OU,620055-000303,nan,1,nan,22174,HIPERMETAL METAIS LTDA,CACHOEIRINHA,,,,Foreign key violation - referenced ID not found in master table
1207,5,DKBL OU,620055-000303,nan,1,nan,22252,PROTON CABOS ELETRICOS LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1208,5,DKBL OU,620055-000303,nan,1,nan,22303,EMOBRAX LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1209,5,DKBL OU,620055-000303,nan,1,nan,22315,COFERCAN COMERCIAL DE FERROS CANOENSE LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1210,5,DKBL OU,620055-000303,nan,1,nan,22433,FLUTROL COMERCIO E CONTROLE DE FLUIDOS LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1211,5,DKBL OU,620055-000303,nan,1,nan,22674,EMPICAR COMERCIO E MANUTENCAO DE EMPILHADEIRAS LTDA,GUARULHOS,,,,Foreign key violation - referenced ID not found in master table
1212,5,DKBL OU,620055-000303,nan,1,nan,22744,BRUM INDUSTRIA E COMERCIO DE BALANCAS LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1213,5,DKBL OU,620055-000303,nan,1,nan,22801,BRASIL DOS PARAFUSOS COMERCIAL LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1214,5,DKBL OU,620055-000303,nan,1,nan,22810,LUBMIX COMERCIO E IMPORTACAO DE EQUIPAMENTOS LTDA,CATANDUVA,,,,Foreign key violation - referenced ID not found in master table
1215,5,DKBL OU,620055-000303,nan,1,nan,22978,PLANTAO COMERCIO DE FERRAMENTAS E FIXADORES LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1216,5,DKBL OU,620055-000303,nan,1,nan,23011,MADAL PALFINGER SA,SOROCABA,,,,Foreign key violation - referenced ID not found in master table
1217,5,DKBL OU,620055-000303,nan,1,nan,23035,ALSCO TOALHEIRO BRASIL LTDA - RIO DE JANEIRO,RIO DE JANEIRO,,,,Foreign key violation - referenced ID not found in master table
1218,5,DKBL OU,620055-000303,nan,1,nan,23100,INFLEX COMERCIO DE PRODUTOS INDUSTRIAIS EIRELI,SAO BERNARDO DO,,,,Foreign key violation - referenced ID not found in master table
1219,5,DKBL OU,620055-000303,nan,1,nan,23102,REGMED INDUSTRIA TECNICA DE PRECISAO LTDA,OSASCO,,,,Foreign key violation - referenced ID not found in master table
1220,5,DKBL OU,620055-000303,nan,1,nan,23134,"EMARES - AYROMAR INDUSTRIA, COMERCIO E SERVICOS MARITIMOS LTDA",MACAE,,,,Foreign key violation - referenced ID not found in master table
1221,5,DKBL OU,620055-000303,nan,1,nan,23135,COMERCIAL EX - COMERCIO DE MATERIAIS ELETRICOS BLINDADOS LTDA ME,SAO JOSE DOS PI,,,,Foreign key violation - referenced ID not found in master table
1222,5,DKBL OU,620055-000303,nan,1,nan,23166,HINDAG IND COM LTDA,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1223,5,DKBL OU,620055-000303,nan,1,nan,23274,VAGNER AMORIM FERNANDES,NOVA SANTA RITA,,,,Foreign key violation - referenced ID not found in master table
1224,5,DKBL OU,620055-000303,nan,1,nan,23333,ANTONIO JUAREZ DA SILVA BARBOSA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1225,5,DKBL OU,620055-000303,nan,1,nan,23430,CIJ SOLUCOES INDUSTRIAIS EIRELI,JOINVILLE,,,,Foreign key violation - referenced ID not found in master table
1226,5,DKBL OU,620055-000303,nan,1,nan,23434,FLEX-A-SEAL DO BRASIL LTDA,OTACILIO COSTA,,,,Foreign key violation - referenced ID not found in master table
1227,5,DKBL OU,620055-000303,nan,1,nan,23458,GURGELMIX MAQUINAS E FERRAMENTAS S.A,FRANCA,,,,Foreign key violation - referenced ID not found in master table
1228,5,DKBL OU,620055-000303,nan,1,nan,23539,CASPEL DO BRASIL ELETROELETRONICA LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1229,5,DKBL OU,620055-000303,nan,1,nan,23621,DIMENSIONAL BRASIL SOLUCOES LTDA,JOINVILLE,,,,Foreign key violation - referenced ID not found in master table
1230,5,DKBL OU,620055-000303,nan,1,nan,23694,APC DISTRIBUIDORA DE TINTAS LTDA,CABO FRIO,,,,Foreign key violation - referenced ID not found in master table
1231,5,DKBL OU,620055-000303,nan,1,nan,23719,GEISEL MATERIAIS DE CONSTRUCAO EIRELI,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1232,5,DKBL OU,620055-000303,nan,1,nan,23720,MADEIREIRA MARAVILHA LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1233,5,DKBL OU,620055-000303,nan,1,nan,23838,IMETAL COMERCIO E SERVICOS LTDA,MOGI DAS CRUZES,,,,Foreign key violation - referenced ID not found in master table
1234,5,DKBL OU,620055-000303,nan,1,nan,23871,CASA DAS BOMBAS NH COMERCIO E SERVICOS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1235,5,DKBL OU,620055-000303,nan,1,nan,23939,SULTECH COMERCIO E ASSISTENCIA TECNICA DE OSMOSE REVERSA E EQUIPAMENTOS PARA HEMODIALISE LTDA,CACHOEIRINHA,,,,Foreign key violation - referenced ID not found in master table
1236,5,DKBL OU,620055-000303,nan,1,nan,24097,JUNTAX INDUSTRIA E COMERCIO DE VEDACOES EIRELI,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1237,5,DKBL OU,620055-000303,nan,1,nan,24429,MASTERSUL MANUTENCAO DE GRUPOS GERADORES EIRELI,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1238,5,DKBL OU,620055-000303,nan,1,nan,24464,ELETRO INDUSTRIAL CCAD LTDA,SAO LEOPOLDO,,,,Foreign key violation - referenced ID not found in master table
1239,5,DKBL OU,620055-000303,nan,1,nan,24490,GRUPO FRANCIOSI INSTALACAO E MANUTENCAO ELETRICA E COMERCIO VAREJISTA DE EQUIPAMENTOS ELETRONICOS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1240,5,DKBL OU,620055-000303,nan,1,nan,24509,REDEATENTA SISTEMAS DE PREVENCAO CONTRA INCENDIO LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1241,5,DKBL OU,620055-000303,nan,1,nan,24588,ESD ANTIESTATICOS COMERCIAL E INDUSTRIAL LTDA,SANTO ANDRE,,,,Foreign key violation - referenced ID not found in master table
1242,5,DKBL OU,620055-000303,nan,1,nan,24612,TECH AR COMERCIO DE EQUIPAMENTOS PNEUMATICOS LTDA,NOVO HAMBURGO,,,,Foreign key violation - referenced ID not found in master table
1243,5,DKBL OU,620055-000303,nan,1,nan,24670,AMARRACAO SERVICOS IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS PARA MOVIMENTACAO CARGAS EIRELI,MACAE,,,,Foreign key violation - referenced ID not found in master table
1244,5,DKBL OU,620055-000303,nan,1,nan,24719,LUBRITEC SCHERER DISTRIBUIDORA DE LUBRIFICANTES LTDA,FLORES DA CUNHA,,,,Foreign key violation - referenced ID not found in master table
1245,5,DKBL OU,620055-000303,nan,1,nan,24733,FUSOPAR PARAFUSOS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1246,5,DKBL OU,620055-000303,nan,1,nan,24735,PEDREIRA VILA RICA LTDA,MONTENEGRO,,,,Foreign key violation - referenced ID not found in master table
1247,5,DKBL OU,620055-000303,nan,1,nan,24746,MEZCLA VALVULAS E CONEXOES INDUSTRIAIS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1248,5,DKBL OU,620055-000303,nan,1,nan,24750,MARVAL ACESSORIOS INDUSTRIAIS LTDA,PORTO ALEGRE,,,,Foreign key violation - referenced ID not found in master table
1249,5,DKBL OU,620055-000303,nan,1,nan,24990,HIDROLOJA CASA DAS TORNEIRAS LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1250,5,DKBL OU,620055-000303,nan,1,nan,24994,BLASTER SOLUCOES DE MEDICAO E COMERCIO EIRELI,SAO PAULO,,,,Foreign key violation - referenced ID not found in master table
1251,5,DKBL OU,620055-000303,nan,1,nan,25113,VITREAL VIDRACARIA E ESQUADRIAS DE ALUMINIO LTDA,CANOAS,,,,Foreign key violation - referenced ID not found in master table
1252,5,DKBL OU,620055-000303,nan,1,nan,25154,CALEBE RAMOS DA SILVA,SALVADOR,,,,Foreign key violation - referenced ID not found in master table
1253,5,DKBL OU,620055-000303,nan,1,nan,25242,TRIDAN SOLUCOES ELETRICAS LTDA,MACAE,,,,Foreign key violation - referenced ID not found in master table
